text,category,risk_level,language,source_type
"सावधान: लकी ड्रा विजेता! आपने कूपन #62918 पर दिवाली मेगा प्रतियोगिता में नई टाटा सफारी कार जीती है। Delhi में डिलीवरी हेतु आरटीओ टैक्स ₹12,500 जमा करें।",lottery_prize,medium,hi-IN,curated_scam
"सतर्कता अलर्ट: कानूनी नोटिस: ऋण राशि ₹100,000 का भुगतान न करने पर Delhi में आपके विरुद्ध पुलिस में गैर-जमानती वारंट जारी हो रहा है। समझौता करने के लिए कॉल करें।",loan_scam,medium,hi-IN,curated_scam
"ALERT: Binary options signals with 98% accuracy. Earn Rs 8,500 per hour trading currency pairs. WhatsApp mentor Sub-Inspector Sandeep at 9956457",investment_scam,high,en-IN,curated_scam
"आवश्यक सूचना: नारकोटिक्स कंट्रोल ब्यूरो (NCB): आपके पार्सल #33414 से 150 ग्राम एमडीएमए ड्रग्स जब्त की गई है। गिरफ्तारी से बचने हेतु सत्यापन राशि ₹18,000 ट्रांसफर करें।",voice_phishing,high,hi-IN,curated_scam
Priority: IndiGo flight 6E-57042 from Bengaluru to Mumbai is on time. Web check-in is now open. Boarding gate will open at 14:15 on 05-Jan-2025.,benign,safe,en-IN,authentic_transaction
"Final Reminder: Instagram influencer agency hiring: Like and comment on fashion posts. Daily payout Rs 2,000. WhatsApp your resume to DCP Mahesh Sharma at 9719270",job_offer_scam,medium,en-IN,curated_scam
"NOTICE: Kotak Mahindra Bank Customer Care: To prevent unauthorized withdrawal of Rs 6,500 from card ending 99014, tell the verification OTP received on your mobile.",otp_scam,high,en-IN,curated_scam
"Immediate Attention: PhonePe technical desk: Your wallet balance of Rs 100,000 is on hold for transaction #20122. Tell the validation code to unfreeze your funds.",otp_scam,high,en-IN,curated_scam
"Final Reminder: Swiggy support: We are processing your cancellation refund of Rs 2,450 for order #26916. Please share the OTP sent by SMS to approve the transfer.",otp_scam,high,en-IN,curated_scam
"Zaroori Suchna: Lucky Draw Winner! Diwali contest coupon #16767 me aapne brand new Scorpio car jeeti hai. Gadi dispatch karne ke liye RTO tax Rs 12,500 pay karein Lucknow me.",lottery_prize,medium,hi-Latn,curated_scam
"महत्वपूर्ण सूचना: इंस्टाग्राम रील लाइक जॉब: प्रतिदिन 2 घंटे काम करके ₹2,000 सीधे अपने Canara Bank खाते में पाएं। तुरंत संपर्क करें HR Sub-Inspector Sandeep।",job_offer_scam,medium,hi-IN,curated_scam
"सतर्कता अलर्ट: पेटीएम प्रतिनिधि: आपका ₹4,500 का कैशबैक स्वीकृत हो गया है। खाते #67845 में भेजने के लिए मोबाइल पर भेजा गया वन-टाइम पासवर्ड बताएं।",otp_scam,high,hi-IN,curated_scam
Alert: Airtel data alert: Mobile #77854 ka 100% daily data khatam ho gaya hai. Speed 64Kbps ho gayi hai. 1GB add-on karein.,benign,safe,hi-Latn,authentic_transaction
"Action Required: Flipkart 10th Anniversary Lucky Winner #64381: Claim cash prize Rs 50,000 by verifying your Aadhaar and paying TDS tax at https://fk-lucky64381.live",lottery_prize,medium,en-IN,curated_scam
"तत्काल सूचना: शेयर बाजार में रोजाना ₹3,200 कमाएं बिना किसी नुकसान की गारंटी के Indore में। हमारे सेबी पंजीकृत विश्लेषक के ग्रुप से जुड़ें: #24963।",investment_scam,high,hi-IN,curated_scam
"Aakhri Chetawani: Swiggy failed payment refund: Collect link upi://pay?pa=claim53312@apl&am=8,500 par click karein aur PIN dalein.",upi_collect_scam,high,hi-Latn,curated_scam
अंतिम चेतावनी: वोडाफोन-आइडिया Lucknow: आपके क्षेत्र में 4G सेवाएं बंद की जा रही हैं। हाई-स्पीड 5G पर अपग्रेड करने हेतु 1900 पर 'PORT 9847137' भेजें मोबाइल #47137 से।,sim_swap,high,hi-IN,curated_scam
"IMPORTANT: Earn Rs 75,000 daily from stock market with zero loss guarantee in Surat. SEBI registered analyst tips. Join WhatsApp group: https://chat.whatsapp.com/Trade91790",investment_scam,high,en-IN,curated_scam
"आवश्यक सूचना: प्रिय एयरटेल ग्राहक #73288, आपका सिम कार्ड स्वतः 5G में अपग्रेड किया जाएगा। 2 घंटे में सक्रिय करने के लिए 121 पर 'SIM 73288' लिखकर भेजें।",sim_swap,high,hi-IN,curated_scam
"Alert: Bijli Vibhag Notice: Consumer #21562 ki bijli aaj raat 9:30 baje kaat di jayegi unpaid bill Rs 1,200 ke karan. Pay karein https://bijli-bill21562.in",phishing_link,high,hi-Latn,curated_scam
"Important Update: Narcotics Control Bureau: 150 gram MDMA parcel #11764 me aapka Aadhaar linked hai Surat me. Nirdosh saabit karne ke liye security deposit Rs 75,000 bharein.",voice_phishing,high,hi-Latn,curated_scam
Zaroori Suchna: Income Tax raid officer Sub-Inspector Sandeep: Aapke ghar police team bheji ja rahi hai tax evasion case #16449 me. Bachne ke liye Skype video interrogation par aayein.,voice_phishing,high,hi-Latn,curated_scam
Immediate Attention: PhonePe Alert: Failed recharge of Rs 299 on mobile #30136 has been refunded. Click to claim into your account: https://phonepe-refunds30136.site,fake_refund,high,en-IN,curated_scam
WARNING: Bank of Baroda: Important! Update mobile number on account #68543 and PAN card to avoid debit card deactivation at https://bob-kyc-update68543.in,phishing_link,high,en-IN,curated_scam
Action Required: Maruti Suzuki lucky draw: Congratulations on winning Baleno car for ticket #8479. Contact regional dispatch officer in Mumbai at 968479 with prize code #8479.,lottery_prize,medium,en-IN,curated_scam
"NOTICE: Zomato executive Ramesh Kumar: Sir, to process your food refund of Rs 250,000 for order #86062, give me the 4-digit code sent on SMS.",otp_scam,high,en-IN,curated_scam
Chetawani: Bijli Vibhag Notice: Consumer #60328 ki bijli aaj raat 9:30 baje kaat di jayegi unpaid bill Rs 199 ke karan. Pay karein https://bijli-bill60328.in,phishing_link,high,hi-Latn,curated_scam
"सावधान: फॉरेक्स ऑटोमैटिक ट्रेडिंग बॉट: 300% मासिक लाभ की पूर्ण गारंटी। आज ही खाता #4182 में ₹20,000 का निवेश करें।",investment_scam,high,hi-IN,curated_scam
WARNING: Flipkart Delivery Desk: Delivery attempted for parcel #91796. Share the 6-digit OTP to reschedule package delivery in Kolkata.,otp_scam,high,en-IN,curated_scam
"Zaroori Suchna: Dear Customer, aapke Kotak Mahindra Bank account #75465 me Rs 499 credit ho gaye hain on 20-Sep-2024. Available balance: Rs 29,578. Shukriya.",benign,safe,hi-Latn,authentic_transaction
Final Reminder: Maharashtra Anti-Terrorism Squad (ATS): Suspicious international wire transfer traced to your Yes Bank account #26283. Cooperate in digital interrogation with officer Amit Shah.,voice_phishing,high,en-IN,curated_scam
"Final Reminder: IDFC FIRST Bank Customer Care: To prevent unauthorized withdrawal of Rs 4,500 from card ending 76251, tell the verification OTP received on your mobile.",otp_scam,high,en-IN,curated_scam
"URGENT: Notice from Legal Recovery Team: Non-payment of loan app balance Rs 10,000 for case #83475. Police FIR being registered in Bengaluru. Contact 9183475 to settle.",loan_scam,medium,en-IN,curated_scam
"Final Reminder: Dear consumer, your electricity bill no 47784 for Rs 499 is overdue. Pay immediately at https://state-power-discom47784.com to avoid immediate line cut.",phishing_link,high,en-IN,curated_scam
"WARNING: Swiggy refund of Rs 2,000 needs bank confirmation. Authorize collect mandate in Paytm using MPIN to account #39687.",upi_collect_scam,high,en-IN,curated_scam
Alert: Mom main room par safely pahunch gaya hoon Chennai me. Khana kha kar thodi der me phone karta hoon. - Neha Deshmukh,benign,safe,hi-Latn,authentic_transaction
Dhyan Dein: Emergency loan chahiye? Bina kisi guarantee ke Rs 750 lein. WhatsApp par documents bhejein officer Alok Pandey ko 9880634,loan_scam,medium,hi-Latn,curated_scam
"Government Lottery Bureau: Your ticket number #34839 has won second prize of Rs 3,200. Send processing fee Rs 5,000 to officer Sanjay Singhania to claim.",lottery_prize,medium,en-IN,curated_scam
"Urgent Notice: Flipkart delivery boy Deepak Verma bahar khada hai Hyderabad me, parcel #98264 receive kar lo please.",benign,safe,hi-Latn,authentic_transaction
"Priority: Axis Bank: Dear customer, temporary block placed on card ending 71134. Verify recent transaction of Rs 1,499 at https://axis-security-alert71134.info",phishing_link,high,en-IN,curated_scam
Final Reminder: Calling from Police Cyber Cell Pune: Your Axis Bank account #71371 was used in suspicious activity. Read out the verification code to avoid account seizure.,otp_scam,high,en-IN,curated_scam
"अंतिम चेतावनी: लोन ऐप की बकाया राशि ₹25,000 तुरंत चुकाएं ऋण संख्या #29209 की, अन्यथा आपकी निजी तस्वीरें सभी संपर्कों को भेज दी जाएंगी।",loan_scam,medium,hi-IN,curated_scam
Aapka Swiggy order #46017 deliver ho gaya hai. Rate your delivery agent Sub-Inspector Sandeep in Swiggy app. Enjoy your meal in Bengaluru!,benign,safe,hi-Latn,authentic_transaction
"सावधान: Bank of Baroda सुरक्षा शाखा: ₹250,000 के गलत लेनदेन को रोकने के लिए अभी प्राप्त हुआ 6 अंकों का कोड बताएं। संदर्भ #25944।",otp_scam,high,hi-IN,curated_scam
"Final Reminder: Netflix subtitle testing job: Watch web series and find typos. Rs 4,000 per episode. Register candidate #75062 now: https://netflix-careers75062.site",job_offer_scam,medium,en-IN,curated_scam
सतर्कता अलर्ट: दूरसंचार विभाग नोटिस: सिम कार्ड #30303 का बायोमेट्रिक सत्यापन लंबित है। सिम बंद होने से बचाने के लिए प्राप्त एक्टिवेशन ओटीपी साझा करें।,sim_swap,high,hi-IN,curated_scam
"अंतिम चेतावनी: अमेज़न डिलीवरी: सर, पार्सल #93264 लेकर DCP Mahesh Sharma आया हूँ। कृपया डिलीवरी पूरी करने के लिए अपने फोन पर आया OTP बताएं।",otp_scam,high,hi-IN,curated_scam
